"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.31037127507156e-261,2.38216244938736,0.915,0.295,3.24972076217747e-259,"20","Cobll1"
6.49411079879498e-221,2.52217643909776,0.692,0.165,1.61053947810116e-218,"20","Dpyd"
1.89831693915081e-219,2.55084490873253,0.915,0.419,4.707826009094e-217,"20","Slit2"
2.47524070399477e-206,1.7313056224268,0.77,0.205,6.13859694590702e-204,"20","Pdgfra"
3.41137263326328e-181,2.10828567521678,0.779,0.25,8.46020413049294e-179,"20","Nr2f2"
9.82427659222189e-172,1.55296527168067,0.991,0.618,2.43642059487103e-169,"20","Clmn"
2.4882853475663e-143,2.01057723114034,0.809,0.403,6.17094766196442e-141,"20","Hat1"
5.16905509245699e-126,1.84765015527017,0.785,0.355,1.28192566292933e-123,"20","Pdzd2"
1.51596896912342e-116,2.24974126172986,0.443,0.11,3.75960304342608e-114,"20","Mecom"
9.02459046021146e-103,1.67887167486177,0.564,0.194,2.23809843413244e-100,"20","Cd24a"
1.42837064415951e-97,1.34190607758214,0.839,0.499,3.54235919751559e-95,"20","Sipa1l3"
4.35442710478537e-90,1.01437305183587,0.412,0.107,1.07989792198677e-87,"20","Dcn"
2.04345768673259e-87,1.32815676960271,0.54,0.173,5.06777506309681e-85,"20","Kdr"
7.2534696701445e-87,1.49473305050211,0.729,0.355,1.79886047819584e-84,"20","Arhgap12"
2.38716206595112e-82,1.15695147437255,0.822,0.476,5.92016192355878e-80,"20","Rmst"
3.91512788110827e-79,1.80284648525016,0.403,0.119,9.70951714514852e-77,"20","Plch1"
2.01400582397751e-78,1.4641640835411,0.733,0.397,4.99473444346423e-76,"20","Hpcal1"
1.1415586382873e-43,0.682231160497312,0.729,0.419,2.83106542295251e-41,"20","Zfp536"
4.71879268089528e-43,0.616107684133062,0.879,0.656,1.17026058486203e-40,"20","Nrep"
2.01080508525452e-39,0.522599518523324,0.974,0.816,4.98679661143121e-37,"20","Id2"
2.08537737395665e-39,0.92025675492848,0.651,0.374,5.1717358874125e-37,"20","Thsd7a"
7.90930650821738e-38,0.973619459246829,0.616,0.341,1.96150801403791e-35,"20","Pdzrn3"
6.91717546263539e-33,1.58940430362053,0.291,0.115,1.71545951473358e-30,"20","Eya4"
2.17591240644169e-28,1.0722917837155,0.267,0.104,5.39626276797539e-26,"20","Sncg"
6.3933990782825e-26,0.325600474442726,0.779,0.48,1.58556297141406e-23,"20","Cux2"
4.48916796136353e-25,1.28605537636689,0.291,0.13,1.11331365441816e-22,"20","Deptor"
2.79325071456752e-23,0.539737954950662,0.766,0.606,6.92726177212744e-21,"20","Tle4"
3.58768584153871e-21,1.04141978202997,0.343,0.177,8.89746088701601e-19,"20","Npnt"
9.10744898823722e-21,0.602456502602964,0.46,0.257,2.25864734908283e-18,"20","Cacna2d2"
1.97086474867238e-20,0.957645596514474,0.206,0.084,4.88774457670751e-18,"20","Igf1"
4.1164289680823e-20,1.51131085370963,0.124,0.039,1.02087438408441e-17,"20","Pthlh"
2.04912246947099e-19,0.425236964142456,0.505,0.302,5.08182372428804e-17,"20","Plekha2"
6.80526436185813e-15,0.809641840253301,0.343,0.198,1.68770556174082e-12,"20","Syt17"
2.14306169973676e-11,0.48216757787856,0.154,0.071,5.31479301534717e-09,"20","Cyp1b1"
6.48585983119285e-11,0.763179821320903,0.239,0.133,1.60849323813583e-08,"20","Stard5"
8.45547370089908e-11,0.445307654164419,0.577,0.43,2.09695747782297e-08,"20","Igfbp4"
1.77341515764384e-08,0.439291054700005,0.2,0.112,4.39806959095671e-06,"20","Emcn"
0,6.77978233619144,0.922,0.027,0,"21","Spag16"
0,5.23249549132288,0.995,0.189,0,"21","Cd24a"
0,3.79357306018097,0.721,0.099,0,"21","Sncg"
0,3.92815036095835,0.728,0.115,0,"21","Plch1"
0,5.38990749427609,0.636,0.024,0,"21","Trp73"
0,3.90865534707916,0.549,0.062,0,"21","Prph"
7.01706201039685e-222,2.7081383038456,0.964,0.475,1.74023137857842e-219,"21","Rmst"
8.52972286862181e-193,2.16140050705044,0.981,0.527,2.11537127141821e-190,"21","Aqp4"
7.09228508526866e-170,2.34341847055985,0.784,0.27,1.75888670114663e-167,"21","Rfx4"
1.49893138636846e-151,2.95806441824952,0.483,0.105,3.71734983819377e-149,"21","Acta2"
1.00269776437977e-146,2.21883042183665,0.769,0.299,2.48669045566182e-144,"21","Plekha2"
6.9056302746486e-140,2.87513281376128,0.444,0.092,1.71259630811285e-137,"21","Paqr5"
2.76929977081949e-133,2.06291106174834,0.762,0.298,6.86786343163234e-131,"21","Cobll1"
1.01982618310067e-98,1.45032851970362,0.862,0.463,2.52916893408966e-96,"21","Slc39a12"
6.1697338843241e-93,1.53686708257261,0.767,0.424,1.53009400331238e-90,"21","Ppp1r1b"
4.01491566048271e-92,2.78231931983192,0.299,0.06,9.95699083799711e-90,"21","Npy2r"
9.96747354692224e-85,1.02755681547182,0.393,0.099,2.47193343963671e-82,"21","Slc13a4"
5.91039241768866e-77,2.18889874645996,0.488,0.176,1.46577731958679e-74,"21","Npnt"
1.05614536147647e-74,1.81649856416756,0.687,0.405,2.61924049646163e-72,"21","Hat1"
1.21360180887904e-71,1.41779374946291,0.612,0.252,3.00973248602001e-69,"21","Nr2f2"
5.46054198621295e-48,0.733812706048098,0.973,0.736,1.35421441258081e-45,"21","Dkk3"
1.10009545813356e-43,0.674964017481814,0.888,0.619,2.72823673617123e-41,"21","Clmn"
1.19767441783042e-43,1.34309860159307,0.655,0.422,2.97023255621944e-41,"21","Slit2"
1.83334357674867e-38,1.4589588106715,0.575,0.347,4.54669207033671e-36,"21","Cpne8"
5.26787155284112e-38,0.396222300975959,0.371,0.14,1.3064321451046e-35,"21","Igf2"
6.16234984409323e-35,2.38410487070443,0.211,0.065,1.52826276133512e-32,"21","Cd44"
2.52215027764081e-29,0.969609437296825,0.495,0.276,6.2549326885492e-27,"21","Vat1l"
3.38277915932408e-29,0.866854723645485,0.794,0.62,8.38929231512372e-27,"21","Igfbp5"
7.82175306171977e-26,1.36023156201992,0.274,0.112,1.9397947593065e-23,"21","Mecom"
1.64135111085819e-23,0.733057644304121,0.629,0.418,4.0705507549283e-21,"21","Gfap"
3.13929647589628e-23,1.12925978510959,0.529,0.335,7.78545526022276e-21,"21","Calb1"
4.00115354361738e-22,1.38222961457278,0.26,0.113,9.9228607881711e-20,"21","Kctd8"
1.41113050236713e-21,0.626739157895247,0.743,0.606,3.49960364587048e-19,"21","Tle4"
2.0504150376304e-19,1.2400742167117,0.396,0.235,5.08502929332339e-17,"21","Gli3"
4.00798032327494e-16,0.929233442077261,0.425,0.269,9.93979120172186e-14,"21","Sema3e"
1.57311276982174e-15,1.41274487809944,0.235,0.116,3.90131966915793e-13,"21","Eya4"
1.19968608037616e-11,0.395704638322633,0.57,0.431,2.97522147933288e-09,"21","Sema6a"
1.09598650982323e-08,1.03865851709247,0.291,0.197,2.71804654436162e-06,"21","Kcnmb2"
2.32292153684014e-08,1.26856458759377,0.138,0.07,5.76084541136355e-06,"21","Ror1"
8.02163620175865e-08,1.02278467606423,0.221,0.135,1.98936577803615e-05,"21","Sema5b"
3.21530670884053e-07,0.655822848640986,0.269,0.176,7.97396063792451e-05,"21","Kdr"
1.905446198144e-06,0.783380698181684,0.33,0.258,0.000472550657139712,"21","Unc13c"
3.29170855335732e-06,0.403321199734187,0.66,0.561,0.000816343721232616,"21","Fhod3"
7.57125563005266e-06,0.469652233981188,0.369,0.291,0.00187767139625306,"21","Nrp2"
0.000916500742343713,0.579910828262516,0.226,0.171,0.227292184101241,"21","Dpyd"
0,4.33833891528761,0.953,0.083,0,"22","Cspg4"
0,4.26552663751542,0.964,0.12,0,"22","Carmn"
0,4.1927780367501,0.758,0.072,0,"22","Ano1"
0,3.16384573699834,0.755,0.107,0,"22","Emcn"
0,3.48295963198294,0.657,0.071,0,"22","Sntb1"
4.9037347949967e-285,3.21963375255908,0.907,0.233,1.21612622915918e-282,"22","Inpp4b"
4.85878934329343e-268,2.58935512914948,0.956,0.249,1.20497975713677e-265,"22","Nr2f2"
5.95666475903225e-218,2.77800565492249,0.978,0.433,1.47725286024e-215,"22","Car4"
1.56234359761055e-215,2.51433294477872,0.926,0.297,3.87461212207415e-213,"22","Cobll1"
1.17967362290783e-179,1.50896799303691,0.679,0.137,2.92559058481143e-177,"22","Igf2"
2.74409529019519e-142,2.36926666487646,0.637,0.162,6.80535631968407e-140,"22","Arhgap6"
9.65120450113337e-123,1.35839512294087,0.761,0.229,2.39349871628108e-120,"22","Fn1"
5.59845561797379e-122,1.77913349042059,0.907,0.437,1.3884169932575e-119,"22","Gucy1a1"
1.18040069267631e-120,2.69268424330614,0.379,0.067,2.92739371783725e-118,"22","Ror1"
2.20406650301796e-109,1.37364423853011,0.679,0.193,5.46608492748453e-107,"22","Pecam1"
1.28432225104714e-104,0.987070767869995,0.788,0.271,3.1851191825969e-102,"22","Ly6a"
2.40643424732374e-89,1.18716118170713,0.635,0.195,5.96795693336287e-87,"22","Adgrl4"
4.62696052495823e-88,1.86471881275303,0.431,0.104,1.14748621018964e-85,"22","Nostrin"
2.68616824710636e-84,2.13765508150086,0.401,0.097,6.66169725282376e-82,"22","Slfn5"
6.14043401223499e-80,1.6080798194491,0.761,0.356,1.52282763503428e-77,"22","Pdzd2"
5.1466130503967e-74,1.12680149857081,0.527,0.155,1.27636003649838e-71,"22","Acvrl1"
5.93654655172216e-71,1.19710461193816,0.547,0.174,1.4722635448271e-68,"22","Kdr"
5.49320222630188e-67,0.598950605789787,0.536,0.166,1.36231415212287e-64,"22","Cldn5"
4.15549020136755e-43,1.02461820687731,0.791,0.507,1.03056156993915e-40,"22","Gfra2"
9.58011234081869e-42,1.0288590498636,0.629,0.304,2.37586786052303e-39,"22","Trpc4"
2.98727468531507e-40,1.415360180693,0.308,0.096,7.40844121958138e-38,"22","Zfp366"
3.77069504349069e-36,2.40800557116011,0.159,0.036,9.35132370785692e-34,"22","Nts"
1.09297316361545e-34,1.19925512935241,0.343,0.123,2.71057344576633e-32,"22","Fgd5"
5.72521088006007e-32,0.672820408767003,0.602,0.301,1.4198522982549e-29,"22","Plekha2"
2.71389693621778e-24,1.01298131622288,0.475,0.256,6.7304644018201e-22,"22","Unc13c"
1.4461900666234e-22,0.565693175335922,0.335,0.147,3.58655136522603e-20,"22","Ccn2"
3.17861437737287e-19,0.635084792691684,0.275,0.115,7.88296365588471e-17,"22","Cd93"
6.00871624592686e-18,0.743013476699027,0.582,0.368,1.49016162898986e-15,"22","Ndst3"
2.06462463240723e-17,0.972634891327254,0.258,0.112,5.12026908836993e-15,"22","Mecom"
6.71578621124359e-17,0.600022032725722,0.291,0.133,1.66551498038841e-14,"22","Pglyrp1"
4.19306689927158e-16,0.580422377363237,0.437,0.248,1.03988059101935e-13,"22","Gadd45a"
1.22215644799147e-12,0.298952532253363,0.819,0.681,3.03094799101883e-10,"22","Acsbg1"
1.34548015590659e-12,0.451710963706778,0.692,0.52,3.33679078664835e-10,"22","Pde7b"
1.12690798552585e-11,0.938522272568211,0.302,0.171,2.79473180410412e-09,"22","Cdh4"
2.39125624085554e-09,0.53519807951422,0.192,0.095,5.93031547732173e-07,"22","Paqr5"
7.46602852165058e-09,0.432921119934738,0.415,0.273,1.85157507336934e-06,"22","Rnf152"
3.86846610573436e-07,0.390763807863181,0.821,0.76,9.5937959422212e-05,"22","Arc"
3.77908187761841e-05,0.457949779446162,0.104,0.054,0.00937212305649365,"22","Spp1"
0,6.77517797247775,0.997,0.084,0,"23","Vip"
0,5.22504891049559,0.933,0.078,0,"23","Igf1"
0,5.80179020058992,0.639,0.037,0,"23","Crh"
0,4.38683118790018,0.482,0.036,0,"23","Pthlh"
9.87493665276713e-199,2.40223687019613,0.936,0.254,2.44898428988625e-196,"23","Gad2"
8.55913600118323e-176,2.63391046263886,0.983,0.447,2.12266572829344e-173,"23","Gad1"
2.7635134762234e-163,2.46912636899068,0.726,0.161,6.85351342103403e-161,"23","Slc44a5"
1.98087268773171e-156,2.95795585941397,0.742,0.19,4.91256426557464e-154,"23","Penk"
3.25828536715949e-140,2.23016545060758,0.883,0.315,8.08054771055553e-138,"23","Sorcs3"
2.22512293633294e-121,2.17156822312927,0.766,0.23,5.5183048821057e-119,"23","Galnt14"
1.10405714781616e-118,1.6342060599801,0.933,0.335,2.73806172658407e-116,"23","Prox1"
8.72846854049062e-108,3.1190191667807,0.365,0.06,2.16466019804167e-105,"23","Npy2r"
5.79652094990193e-92,3.30867678903199,0.237,0.03,1.43753719557568e-89,"23","Chat"
4.01271963872221e-86,1.31158575128007,0.99,0.81,9.95154470403107e-84,"23","Dner"
3.9184650032964e-76,1.67137238279107,0.609,0.189,9.71779320817508e-74,"23","Btbd11"
3.34092492122358e-75,1.5767504599042,0.706,0.253,8.28549380463447e-73,"23","Nr2f2"
1.01439877510899e-65,1.26691337961513,0.846,0.419,2.5157089622703e-63,"23","Zfp536"
7.09295880889275e-65,1.48221463499001,0.833,0.437,1.7590537846054e-62,"23","Necab1"
1.04713157793252e-64,1.40376847634071,0.492,0.142,2.59688631327266e-62,"23","Calb2"
1.08427021173315e-57,1.94889463283065,0.445,0.134,2.6889901250982e-55,"23","Sema5b"
1.15767144654244e-50,1.62912043131592,0.528,0.195,2.87102518742526e-48,"23","Kcnmb2"
1.35530480170653e-42,1.56607041774105,0.301,0.081,3.36115590823219e-40,"23","Rxfp1"
1.36006066761853e-40,1.1104196555324,0.783,0.453,3.37295045569396e-38,"23","Cntn6"
9.17935838781725e-39,0.868748934660825,0.819,0.454,2.27648088017868e-36,"23","Rasgrf2"
9.30515573596456e-36,0.972733346261173,0.652,0.304,2.30767862251921e-33,"23","Trpc4"
1.23099256255263e-33,0.580185894542851,0.943,0.672,3.05286155513052e-31,"23","Rims3"
2.06348716201215e-21,1.11532724855325,0.381,0.171,5.11744816179013e-19,"23","Cdh4"
4.6750434362271e-18,0.349010904492192,0.495,0.253,1.15941077218432e-15,"23","Rab3b"
2.54375093698597e-16,0.637332039615525,0.649,0.398,6.30850232372521e-14,"23","Cdh20"
1.00452130061519e-13,1.05905163669213,0.171,0.063,2.49121282552567e-11,"23","Pde11a"
2.47271034880236e-13,1.11168094796734,0.144,0.05,6.13232166502986e-11,"23","Cort"
7.29042812359303e-12,0.601941958381285,0.579,0.375,1.80802617465107e-09,"23","Thsd7a"
1.72304632309975e-10,0.733680748550138,0.458,0.294,4.27315488128737e-08,"23","Cdh6"
5.93904557602077e-10,0.432629606210594,0.716,0.523,1.47288330285315e-07,"23","Kctd12"
2.1796753685186e-09,0.387036949936568,0.301,0.164,5.40559491392613e-07,"23","Tmem255a"
4.33193288177824e-09,0.257855688969407,0.92,0.76,1.074319354681e-06,"23","Arc"
9.54233978128038e-09,0.617179584932238,0.304,0.172,2.36650026575753e-06,"23","Angpt1"
1.03406339098885e-08,0.397051449835731,0.161,0.071,2.56447720965235e-06,"23","Cyp1b1"
1.34548583305502e-08,0.520331342096439,0.234,0.121,3.33680486597646e-06,"23","Rbp4"
1.86524086881705e-08,0.569549141701114,0.361,0.218,4.62579735466629e-06,"23","Prr16"
4.66936077491934e-07,0.275841805683006,0.652,0.482,0.000115800147218,"23","Cux2"
6.76842923466634e-07,0.476325384546622,0.525,0.388,0.000167857045019725,"23","Parm1"
6.93296466544865e-07,0.316583905906332,0.298,0.175,0.000171937523703127,"23","Rspo1"
2.16699095605177e-06,0.349810111052258,0.318,0.194,0.000537413757100838,"23","Shisa6"
1.39828703807036e-05,0.311255193661047,0.401,0.277,0.00346775185441449,"23","Myo16"
4.88099057414412e-05,0.426370568510375,0.508,0.401,0.0121048566238774,"23","Hpcal1"
5.20040273604925e-05,0.608182245972959,0.264,0.173,0.0128969987854021,"23","Col19a1"
0.000658443814887434,0.537438660938581,0.161,0.1,0.163294066092084,"23","Rspo2"
0,5.63304599940006,0.973,0.077,0,"24","Rxfp1"
9.19031766128142e-188,2.89601944037478,0.779,0.132,2.27919877999779e-185,"24","Sema5b"
3.48097031707038e-185,2.84096800469327,0.982,0.265,8.63280638633454e-183,"24","Tmem163"
1.16292833641266e-158,2.760376550297,0.986,0.351,2.88406227430341e-156,"24","Cdh13"
2.6674351398371e-158,3.00452107671311,0.716,0.131,6.61523914679601e-156,"24","Cwh43"
1.8936115789259e-140,2.22464146435853,0.923,0.252,4.69615671573624e-138,"24","Nr2f2"
2.31219077445195e-137,2.66090341202569,0.986,0.456,5.73423312064083e-135,"24","Cpne4"
8.19828277257313e-119,1.87065814570932,1,0.81,2.03317412759814e-116,"24","Dner"
1.51322313536097e-114,2.06646280805889,0.982,0.445,3.7527933756952e-112,"24","Tmem132d"
1.50590367745106e-103,2.12702726925694,0.446,0.069,3.73464112007862e-101,"24","Cbln1"
2.36849624134211e-103,2.13125920539581,0.829,0.247,5.87387067852844e-101,"24","Gsg1l"
2.97208794011835e-100,2.4478112112167,0.775,0.231,7.3707780914935e-98,"24","Galnt14"
5.65145047627597e-98,2.15537156294383,0.874,0.328,1.40155971811644e-95,"24","Lypd6"
5.54234963693919e-93,1.53444615157779,1,0.817,1.37450270996092e-90,"24","Id2"
6.03934621650928e-87,1.68910769683293,0.964,0.435,1.4977578616943e-84,"24","Satb2"
2.70284692596492e-83,1.53699740083546,0.613,0.146,6.703060376393e-81,"24","Ccn2"
2.96893495424213e-71,1.43190209293799,0.964,0.56,7.36295868652048e-69,"24","Fhod3"
2.80143131269902e-62,1.28780156268269,0.811,0.322,6.94754965549357e-60,"24","Slc17a6"
5.15680656179962e-62,1.78780232181476,0.788,0.331,1.2788880273263e-59,"24","Igsf21"
1.39086326042795e-60,1.48201979437137,0.887,0.481,3.44934088586131e-58,"24","Cux2"
4.55152753606884e-54,2.05316784408846,0.532,0.163,1.12877882894507e-51,"24","Cbln4"
9.16801643718221e-50,0.901886906543645,0.946,0.489,2.27366807642119e-47,"24","Neurod6"
1.16668357568158e-49,1.45417964756735,0.761,0.317,2.89337526769032e-47,"24","Sorcs3"
4.75941885931235e-46,0.779495546401173,1,0.88,1.18033587710946e-43,"24","Slc17a7"
6.12135544194457e-43,1.35608967516811,0.694,0.29,1.51809614960225e-40,"24","Mdga1"
6.92005437308782e-40,1.44466571833174,0.55,0.2,1.71617348452578e-37,"24","Col6a1"
2.47828922282895e-37,1.15194972714314,0.667,0.272,6.14615727261578e-35,"24","Rnf152"
6.68186735481045e-35,1.69576147951777,0.649,0.302,1.65710310399299e-32,"24","Bdnf"
1.51986708092557e-33,0.909151603188346,0.784,0.381,3.7692703606954e-31,"24","Nell1"
3.76413903444891e-33,0.5087015908907,0.734,0.369,9.33506480543331e-31,"24","Nwd2"
3.23318230570088e-32,1.19826279140211,0.55,0.211,8.01829211813817e-30,"24","Hs3st2"
1.04608650777174e-21,0.716716310455527,0.725,0.416,2.59429453927391e-19,"24","Sox11"
4.89291140729116e-20,0.54556230723936,0.757,0.423,1.21344202900821e-17,"24","Slit2"
5.99589406543461e-19,1.30297903546054,0.338,0.133,1.48698172822778e-16,"24","Pcsk5"
2.63301928628657e-18,1.18351217244377,0.441,0.204,6.52988782999069e-16,"24","Cdh9"
9.81787946070521e-18,0.639723708628184,0.649,0.339,2.43483410625489e-15,"24","Grik3"
1.64424485837485e-17,0.67053549523491,0.563,0.288,4.07772724876962e-15,"24","Rasl10a"
4.76698926515645e-17,0.419857407539324,0.982,0.737,1.1822133377588e-14,"24","Dkk3"
6.92857279676517e-17,0.277840321332621,0.396,0.17,1.71828605359776e-14,"24","Trem2"
2.97956448544959e-14,0.472949024668509,0.68,0.39,7.38931992391499e-12,"24","Lamp5"
5.37141301226335e-14,0.896888706221899,0.374,0.175,1.33211042704131e-11,"24","Rspo1"
5.74528191371163e-14,0.837046907257224,0.455,0.23,1.42482991460048e-11,"24","Cntnap5b"
7.50045926703367e-12,0.657909884917094,0.401,0.199,1.86011389822435e-09,"24","Htr1f"
2.46841710682968e-11,0.452688994603498,0.491,0.27,6.1216744249376e-09,"24","Cntnap4"
3.37250569207636e-11,0.256004144419139,0.878,0.682,8.36381411634937e-09,"24","Garnl3"
8.45478485074004e-11,0.397644381170036,0.572,0.326,2.09678664298353e-08,"24","Igfbp6"
7.80529641600103e-08,0.819010119174566,0.212,0.1,1.93571351116826e-05,"24","Rspo2"
1.77952564476206e-07,0.500734232914185,0.532,0.349,4.41322359900992e-05,"24","Cpne8"
4.10285736815574e-06,0.280296647410962,0.216,0.115,0.00101750862730262,"24","Cplx3"
8.59623178753517e-06,0.811895590254868,0.185,0.095,0.00213186548330872,"24","Adamts2"
7.23595587466565e-05,0.380784280772655,0.162,0.085,0.0179451705691708,"24","Igf1"
8.41030623348006e-39,0.42506100938698,0.712,0.252,2.08575594590305e-36,"25","Rab3b"
8.46189283789687e-31,0.546888872657945,0.725,0.276,2.09854942379842e-28,"25","Fezf2"
2.26026253831946e-29,0.785671925666862,0.68,0.275,5.60545109503226e-27,"25","Myo16"
4.27541273113525e-29,0.714458748307096,0.703,0.284,1.06030235732154e-26,"25","Sdk2"
7.58007266532064e-28,0.466925454178383,0.631,0.248,1.87985802099952e-25,"25","Gadd45a"
1.78897878971341e-27,0.500094094390343,0.685,0.272,4.43666739848925e-25,"25","Rnf152"
3.5008988222633e-27,0.4133319013645,0.685,0.268,8.68222907921297e-25,"25","Sema3e"
4.21147034843388e-27,0.730650599855685,0.64,0.258,1.0444446464116e-24,"25","Sema3a"
6.31319626419231e-27,0.493832081458305,0.608,0.237,1.56567267351969e-24,"25","Hapln1"
1.1058585781193e-26,0.365294020009417,0.743,0.312,2.74252927373586e-24,"25","Wfs1"
5.49345160468393e-26,0.791630756867095,0.743,0.329,1.36237599796162e-23,"25","Lypd6"
7.71988996585851e-26,0.645546371255769,0.658,0.277,1.91453271153291e-23,"25","Orai2"
9.08116602731395e-26,0.478073195321894,0.739,0.304,2.25212917477386e-23,"25","Plcxd3"
2.06010387024512e-25,0.610125403617815,0.689,0.29,5.1090575982079e-23,"25","Mdga1"
2.39926222123945e-25,0.517775280358328,0.635,0.257,5.95017030867383e-23,"25","Cacna2d2"
3.033616187531e-25,0.434848427657882,0.671,0.273,7.52336814507687e-23,"25","Rfx4"
1.76915725963012e-24,0.781477458733596,0.784,0.378,4.3875100038827e-22,"25","Lyz2"
2.10847046592927e-24,0.392612106417294,0.658,0.269,5.22900675550459e-22,"25","Cntnap4"
6.43922099950566e-24,0.549328526729678,0.793,0.342,1.5969268078774e-21,"25","Pdzrn3"
1.01470862279614e-23,0.583169733919363,0.604,0.248,2.51647738453443e-21,"25","Gsg1l"
1.09029981351233e-23,0.545494186679227,0.689,0.293,2.70394353751059e-21,"25","Cdh6"
2.27713877193486e-23,0.276225459982032,0.527,0.201,5.64730415439845e-21,"25","Col6a1"
5.26354001904448e-23,0.607423541611884,0.743,0.332,1.30535792472303e-20,"25","Igsf21"
5.46850054301207e-23,0.360887917995309,0.712,0.305,1.35618813466699e-20,"25","Trpc4"
9.6570629410911e-23,0.566111552966044,0.658,0.281,2.39495160939059e-20,"25","Tox"
1.58805897940354e-22,0.425087071256546,0.757,0.325,3.93838626892078e-20,"25","Igfbp6"
1.8567801733217e-22,0.699990960085367,0.595,0.257,4.60481482983782e-20,"25","Unc13c"
3.013138434731e-22,0.536604479418615,0.752,0.338,7.47258331813289e-20,"25","Grik3"
6.00218665560789e-22,0.43077343104272,0.725,0.317,1.48854229059076e-19,"25","Sorcs3"
9.67440783583013e-22,0.667191143444257,0.523,0.211,2.39925314328587e-19,"25","Hs3st2"
4.25423208257488e-21,0.481786069572979,0.806,0.368,1.05504955647857e-18,"25","Ndst3"
2.9158945659487e-20,0.426663733671361,0.64,0.284,7.23141852355278e-18,"25","Chrm2"
3.38953605348964e-19,0.483335580319648,0.752,0.358,8.4060494126543e-17,"25","Pdzd2"
1.03979037236415e-18,0.516322735880971,0.739,0.357,2.57868012346309e-16,"25","Arhgap12"
1.85706521020921e-18,0.485254280561729,0.73,0.347,4.60552172131883e-16,"25","Cpne8"
6.02862715220467e-18,0.352282806536476,0.829,0.415,1.49509953374676e-15,"25","Sox11"
2.05381527735825e-16,0.570392498988902,0.77,0.399,5.09346188784846e-14,"25","Hpcal1"
2.6515720101405e-16,0.47563670221908,0.514,0.233,6.57589858514845e-14,"25","Galnt14"
1.97232349571185e-14,0.291822601438197,0.788,0.397,4.89136226936539e-12,"25","Cdh20"
1.66005865710667e-13,0.581825097921744,0.743,0.406,4.11694546962455e-11,"25","Hat1"
8.54632093250526e-13,0.530278341852858,0.833,0.454,2.1194875912613e-10,"25","Cntn6"
1.04027156529705e-12,0.275697863121307,0.766,0.395,2.57987348193667e-10,"25","Syndig1"
5.34258942482157e-11,0.28823885945122,0.473,0.238,1.32496217735575e-08,"25","Inpp4b"
1.33439909235694e-10,0.431483651692401,0.446,0.23,3.30930974904521e-08,"25","Cntnap5b"
4.64563859972188e-09,0.351664886514532,0.946,0.637,1.15211837273103e-06,"25","Mapk4"
0,5.71219629440458,0.993,0.068,0,"26","Cbln1"
7.72871706140942e-132,2.95074412591467,0.899,0.173,1.91672183122954e-129,"26","Rspo1"
2.07962439228899e-127,3.03280220510749,0.763,0.118,5.15746849287669e-125,"26","Opn3"
3.38643797410688e-104,3.05126277464608,0.986,0.386,8.39836617578506e-102,"26","Parm1"
1.29299717627588e-93,2.79122800130017,1,0.658,3.20663299716418e-91,"26","Nrep"
6.76799825018841e-89,2.35662107945726,1,0.436,1.67846356604673e-86,"26","Car4"
9.61650905436081e-87,2.36978971115437,1,0.538,2.38489424548148e-84,"26","Plcxd2"
1.97680846509495e-85,2.32215089412986,0.971,0.375,4.90248499343548e-83,"26","Thsd7a"
5.07017545676827e-82,2.27422709388342,0.964,0.368,1.25740351327853e-79,"26","Ndst3"
7.74895734277847e-76,2.07473780275329,0.993,0.381,1.92174142100906e-73,"26","Nell1"
1.03269317015394e-71,2.20058903030758,0.619,0.12,2.56107906198178e-69,"26","Rbp4"
1.73450911900085e-71,1.96338376365694,0.978,0.508,4.30158261512212e-69,"26","Gfra2"
6.50448342655397e-62,1.9989381888285,0.906,0.342,1.61311188978538e-59,"26","Pdzrn3"
1.05242700733493e-60,1.67184771516696,0.971,0.439,2.61001897819063e-58,"26","Necab1"
1.01066262167985e-56,1.48256575280557,0.986,0.39,2.50644330176603e-54,"26","Lamp5"
2.96084853647713e-56,1.93006564563559,0.863,0.331,7.34290437046329e-54,"26","Pvalb"
1.27424436412071e-54,1.68142159669876,0.928,0.423,3.16012602301936e-52,"26","Slit2"
2.36408931574905e-53,2.53158042758772,0.396,0.067,5.86294150305766e-51,"26","Prph"
1.33227285631956e-51,1.61218977918011,0.871,0.305,3.30403668367252e-49,"26","Plcxd3"
1.65068481933412e-48,1.30047849811743,1,0.673,4.09369835194863e-46,"26","Rims3"
1.57937152437248e-46,1.36248921880535,0.849,0.276,3.91684138044376e-44,"26","Fezf2"
2.28261276264078e-46,1.36962172160355,0.978,0.563,5.66087965134914e-44,"26","Kcnh5"
1.54601517081823e-44,1.17519690511917,1,0.776,3.83411762362922e-42,"26","Epha4"
2.77600571980246e-43,1.44662528891285,0.935,0.436,6.88449418511011e-41,"26","Satb2"
2.01351000610934e-42,1.16279321192463,0.935,0.403,4.99350481515117e-40,"26","Cpne6"
4.49789297174041e-41,1.54163255658014,0.676,0.204,1.11547745699162e-38,"26","Pou3f1"
1.73452493826017e-40,1.13968784656478,0.971,0.621,4.30162184688523e-38,"26","Igfbp5"
3.65963001506309e-40,0.994924361233405,1,0.863,9.07588243735647e-38,"26","Nrn1"
1.32753922470486e-30,0.847650130830014,1,0.826,3.29229727726806e-28,"26","Bhlhe40"
3.662720955266e-30,2.01937695063699,0.381,0.095,9.08354796905967e-28,"26","Fos"
